Sexo,Edad,Nacionalidad,Periodo,Total
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2012,"16,9"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2011,17
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2010,"13,9"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2009,"12,9"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2008,"13,6"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2007,"8,3"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2006,"36,1"
Hombres,De 45 a 54 años,Extranjera: América Latina,2024,155
Hombres,De 45 a 54 años,Extranjera: América Latina,2023,122
Hombres,De 45 a 54 años,Extranjera: América Latina,2022,"114,4"
Hombres,De 45 a 54 años,Extranjera: América Latina,2021,"97,5"
Hombres,De 45 a 54 años,Extranjera: América Latina,2020,"90,1"
Hombres,De 45 a 54 años,Extranjera: América Latina,2019,"80,1"
Hombres,De 45 a 54 años,Extranjera: América Latina,2018,"74,6"
Hombres,De 45 a 54 años,Extranjera: América Latina,2017,"65,2"
Hombres,De 45 a 54 años,Extranjera: América Latina,2016,"61,2"
Hombres,De 45 a 54 años,Extranjera: América Latina,2015,"53,3"
Hombres,De 45 a 54 años,Extranjera: América Latina,2014,"65,2"
Hombres,De 45 a 54 años,Extranjera: América Latina,2013,"83,2"
Hombres,De 45 a 54 años,Extranjera: América Latina,2012,"89,2"
Hombres,De 45 a 54 años,Extranjera: América Latina,2011,"91,5"
Hombres,De 45 a 54 años,Extranjera: América Latina,2010,"93,7"
Hombres,De 45 a 54 años,Extranjera: América Latina,2009,"98,4"
Hombres,De 45 a 54 años,Extranjera: América Latina,2008,"90,1"
Hombres,De 45 a 54 años,Extranjera: América Latina,2007,74
Hombres,De 45 a 54 años,Extranjera: América Latina,2006,68
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2024,"192,1"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2023,"170,6"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2022,"151,9"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2021,"158,2"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2020,"112,5"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2019,"122,3"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2018,"112,5"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2017,"108,1"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2016,"107,6"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2015,"100,5"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2014,"99,2"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2013,99
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2012,"90,9"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2011,77
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2010,70
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2009,"71,7"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2008,"64,1"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2007,"49,8"
Hombres,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2006,"47,5"
Hombres,55 y más años,Total,2024,"2.731,2"
Hombres,55 y más años,Total,2023,"2.624,5"
Hombres,55 y más años,Total,2022,"2.521,6"
Hombres,55 y más años,Total,2021,"2.419,9"
Hombres,55 y más años,Total,2020,"2.302,8"
Hombres,55 y más años,Total,2019,"2.209,4"
Hombres,55 y más años,Total,2018,"2.114,5"
Hombres,55 y más años,Total,2017,"2.040,1"
Hombres,55 y más años,Total,2016,"1.956,4"
Hombres,55 y más años,Total,2015,"1.879,6"
Hombres,55 y más años,Total,2014,"1.780,3"
Hombres,55 y más años,Total,2013,"1.726,5"
Hombres,55 y más años,Total,2012,1.713
Hombres,55 y más años,Total,2011,1.672
Hombres,55 y más años,Total,2010,"1.651,7"
Hombres,55 y más años,Total,2009,"1.633,8"
Hombres,55 y más años,Total,2008,"1.644,3"
Hombres,55 y más años,Total,2007,"1.566,1"
Hombres,55 y más años,Total,2006,"1.536,1"
Hombres,55 y más años,Española,2024,"2.357,3"
Hombres,55 y más años,Española,2023,"2.324,2"
Hombres,55 y más años,Española,2022,"2.242,6"
Hombres,55 y más años,Española,2021,"2.168,7"
Hombres,55 y más años,Española,2020,"2.087,1"
Hombres,55 y más años,Española,2019,"2.012,6"
Hombres,55 y más años,Española,2018,"1.943,1"
Hombres,55 y más años,Española,2017,"1.884,6"
Hombres,55 y más años,Española,2016,"1.825,5"
Hombres,55 y más años,Española,2015,"1.745,3"
Hombres,55 y más años,Española,2014,"1.651,6"
Hombres,55 y más años,Española,2013,"1.611,3"
Hombres,55 y más años,Española,2012,"1.593,4"
Hombres,55 y más años,Española,2011,"1.558,9"
Hombres,55 y más años,Española,2010,"1.549,5"
Hombres,55 y más años,Española,2009,"1.545,1"
Hombres,55 y más años,Española,2008,"1.557,5"
Hombres,55 y más años,Española,2007,"1.487,6"
Hombres,55 y más años,Española,2006,"1.471,2"
Hombres,55 y más años,Doble nacionalidad,2024,"108,6"
Hombres,55 y más años,Doble nacionalidad,2023,"83,3"
Hombres,55 y más años,Doble nacionalidad,2022,"79,1"
Hombres,55 y más años,Doble nacionalidad,2021,"73,3"
Hombres,55 y más años,Doble nacionalidad,2020,"61,2"
Hombres,55 y más años,Doble nacionalidad,2019,"52,7"
Hombres,55 y más años,Doble nacionalidad,2018,"42,2"
Hombres,55 y más años,Doble nacionalidad,2017,"38,6"
Hombres,55 y más años,Doble nacionalidad,2016,"34,8"
Hombres,55 y más años,Doble nacionalidad,2015,"30,7"
Hombres,55 y más años,Doble nacionalidad,2014,24
Hombres,55 y más años,Doble nacionalidad,2013,"16,7"
Hombres,55 y más años,Doble nacionalidad,2012,"14,6"
Hombres,55 y más años,Doble nacionalidad,2011,"12,1"
Hombres,55 y más años,Doble nacionalidad,2010,17
Hombres,55 y más años,Doble nacionalidad,2009,"14,4"
Hombres,55 y más años,Doble nacionalidad,2008,"7,7"
Hombres,55 y más años,Doble nacionalidad,2007,"10,9"
Hombres,55 y más años,Doble nacionalidad,2006,7
Hombres,55 y más años,Extranjera: Total,2024,"265,3"
Hombres,55 y más años,Extranjera: Total,2023,217
Hombres,55 y más años,Extranjera: Total,2022,"199,8"
Hombres,55 y más años,Extranjera: Total,2021,"177,9"
Hombres,55 y más años,Extranjera: Total,2020,"154,5"
Hombres,55 y más años,Extranjera: Total,2019,"144,1"
Hombres,55 y más años,Extranjera: Total,2018,"129,3"
Hombres,55 y más años,Extranjera: Total,2017,"116,9"
Hombres,55 y más años,Extranjera: Total,2016,"96,1"
Hombres,55 y más años,Extranjera: Total,2015,"103,6"
Hombres,55 y más años,Extranjera: Total,2014,"104,7"
Hombres,55 y más años,Extranjera: Total,2013,"98,4"
Hombres,55 y más años,Extranjera: Total,2012,105
Hombres,55 y más años,Extranjera: Total,2011,101
Hombres,55 y más años,Extranjera: Total,2010,"85,2"
Hombres,55 y más años,Extranjera: Total,2009,"74,3"
Hombres,55 y más años,Extranjera: Total,2008,"79,1"
Hombres,55 y más años,Extranjera: Total,2007,"67,7"
Hombres,55 y más años,Extranjera: Total,2006,"57,9"
Hombres,55 y más años,Extranjera: Unión Europea,2024,"96,4"
Hombres,55 y más años,Extranjera: Unión Europea,2023,"75,7"
Hombres,55 y más años,Extranjera: Unión Europea,2022,"63,2"
Hombres,55 y más años,Extranjera: Unión Europea,2021,"59,7"
Hombres,55 y más años,Extranjera: Unión Europea,2020,"60,1"
Hombres,55 y más años,Extranjera: Unión Europea,2019,61
Hombres,55 y más años,Extranjera: Unión Europea,2018,"61,8"
Hombres,55 y más años,Extranjera: Unión Europea,2017,"52,7"
Hombres,55 y más años,Extranjera: Unión Europea,2016,"41,7"
Hombres,55 y más años,Extranjera: Unión Europea,2015,47
Hombres,55 y más años,Extranjera: Unión Europea,2014,"48,4"
Hombres,55 y más años,Extranjera: Unión Europea,2013,45
Hombres,55 y más años,Extranjera: Unión Europea,2012,"49,8"
Hombres,55 y más años,Extranjera: Unión Europea,2011,"46,1"
Hombres,55 y más años,Extranjera: Unión Europea,2010,"32,8"
Hombres,55 y más años,Extranjera: Unión Europea,2009,"26,6"
Hombres,55 y más años,Extranjera: Unión Europea,2008,"32,5"
Hombres,55 y más años,Extranjera: Unión Europea,2007,"29,3"
Hombres,55 y más años,Extranjera: Unión Europea,2006,"19,3"
Hombres,55 y más años,Extranjera: Resto de Europa,2024,"26,4"
Hombres,55 y más años,Extranjera: Resto de Europa,2023,"21,7"
Hombres,55 y más años,Extranjera: Resto de Europa,2022,19
Hombres,55 y más años,Extranjera: Resto de Europa,2021,"20,1"
Hombres,55 y más años,Extranjera: Resto de Europa,2020,"17,7"
Hombres,55 y más años,Extranjera: Resto de Europa,2019,"9,3"
Hombres,55 y más años,Extranjera: Resto de Europa,2018,"7,1"
Hombres,55 y más años,Extranjera: Resto de Europa,2017,"6,6"
Hombres,55 y más años,Extranjera: Resto de Europa,2016,"3,9"
Hombres,55 y más años,Extranjera: Resto de Europa,2015,7
Hombres,55 y más años,Extranjera: Resto de Europa,2014,"3,7"
Hombres,55 y más años,Extranjera: Resto de Europa,2013,"2,6"
Hombres,55 y más años,Extranjera: Resto de Europa,2012,"1,1"
Hombres,55 y más años,Extranjera: Resto de Europa,2011,5
Hombres,55 y más años,Extranjera: Resto de Europa,2010,"5,6"
Hombres,55 y más años,Extranjera: Resto de Europa,2009,"2,3"
Hombres,55 y más años,Extranjera: Resto de Europa,2008,"2,1"
Hombres,55 y más años,Extranjera: Resto de Europa,2007,"1,3"
Hombres,55 y más años,Extranjera: Resto de Europa,2006,"5,5"
Hombres,55 y más años,Extranjera: América Latina,2024,"63,5"
Hombres,55 y más años,Extranjera: América Latina,2023,"53,7"
Hombres,55 y más años,Extranjera: América Latina,2022,"53,7"
Hombres,55 y más años,Extranjera: América Latina,2021,"54,8"
Hombres,55 y más años,Extranjera: América Latina,2020,"37,6"
Hombres,55 y más años,Extranjera: América Latina,2019,"35,6"
Hombres,55 y más años,Extranjera: América Latina,2018,"29,4"
Hombres,55 y más años,Extranjera: América Latina,2017,26
Hombres,55 y más años,Extranjera: América Latina,2016,"21,3"
Hombres,55 y más años,Extranjera: América Latina,2015,"21,6"
Hombres,55 y más años,Extranjera: América Latina,2014,30
Hombres,55 y más años,Extranjera: América Latina,2013,"30,1"
Hombres,55 y más años,Extranjera: América Latina,2012,"30,6"
Hombres,55 y más años,Extranjera: América Latina,2011,"28,1"
Hombres,55 y más años,Extranjera: América Latina,2010,"27,9"
Hombres,55 y más años,Extranjera: América Latina,2009,"28,4"
Hombres,55 y más años,Extranjera: América Latina,2008,"25,7"
Hombres,55 y más años,Extranjera: América Latina,2007,"22,8"
Hombres,55 y más años,Extranjera: América Latina,2006,"23,1"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2024,"79,1"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2023,"65,8"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2022,64
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2021,"43,3"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2020,"39,1"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2019,"38,3"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2018,31
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2017,"31,6"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2016,"29,1"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2015,28
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2014,"22,5"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2013,"20,7"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2012,"23,4"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2011,"21,7"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2010,19
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2009,"17,1"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2008,"18,8"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2007,"14,3"
Hombres,55 y más años,Extranjera: Resto del mundo y apátrida,2006,"10,1"
Mujeres,Total,Total,2024,11.512
Mujeres,Total,Total,2023,"11.384,9"
Mujeres,Total,Total,2022,"11.082,8"
Mujeres,Total,Total,2021,"10.942,2"
Mujeres,Total,Total,2020,"10.624,4"
Mujeres,Total,Total,2019,"10.753,7"
Mujeres,Total,Total,2018,"10.600,3"
Mujeres,Total,Total,2017,"10.569,6"
Mujeres,Total,Total,2016,"10.608,9"
Mujeres,Total,Total,2015,"10.602,4"
Mujeres,Total,Total,2014,"10.595,4"
Mujeres,Total,Total,2013,"10.668,8"
Mujeres,Total,Total,2012,"10.704,2"
Mujeres,Total,Total,2011,"10.575,7"
Mujeres,Total,Total,2010,"10.405,2"
Mujeres,Total,Total,2009,"10.227,8"
Mujeres,Total,Total,2008,"9.940,8"
Mujeres,Total,Total,2007,"9.532,3"
Mujeres,Total,Total,2006,"9.170,9"
Mujeres,Total,Española,2024,"8.974,6"
Mujeres,Total,Española,2023,"8.983,3"
Mujeres,Total,Española,2022,"8.942,2"
Mujeres,Total,Española,2021,"8.906,9"
Mujeres,Total,Española,2020,"8.666,6"
Mujeres,Total,Española,2019,"8.894,5"
Mujeres,Total,Española,2018,"8.840,4"
Mujeres,Total,Española,2017,"8.879,9"
Mujeres,Total,Española,2016,"8.943,1"
Mujeres,Total,Española,2015,"8.965,8"
Mujeres,Total,Española,2014,"8.980,6"
Mujeres,Total,Española,2013,"8.952,7"
Mujeres,Total,Española,2012,"8.910,4"
Mujeres,Total,Española,2011,"8.742,1"
Mujeres,Total,Española,2010,"8.611,7"
Mujeres,Total,Española,2009,"8.485,5"
Mujeres,Total,Española,2008,"8.286,3"
Mujeres,Total,Española,2007,"8.050,1"
Mujeres,Total,Española,2006,"7.876,3"
Mujeres,Total,Doble nacionalidad,2024,"713,6"
Mujeres,Total,Doble nacionalidad,2023,"625,8"
Mujeres,Total,Doble nacionalidad,2022,"559,8"
Mujeres,Total,Doble nacionalidad,2021,"523,2"
Mujeres,Total,Doble nacionalidad,2020,"474,3"
Mujeres,Total,Doble nacionalidad,2019,444
Mujeres,Total,Doble nacionalidad,2018,"420,5"
Mujeres,Total,Doble nacionalidad,2017,"387,1"
Mujeres,Total,Doble nacionalidad,2016,"381,1"
Mujeres,Total,Doble nacionalidad,2015,"323,8"
Mujeres,Total,Doble nacionalidad,2014,"271,7"
Mujeres,Total,Doble nacionalidad,2013,"243,2"
Mujeres,Total,Doble nacionalidad,2012,227
Mujeres,Total,Doble nacionalidad,2011,"217,6"
Mujeres,Total,Doble nacionalidad,2010,"178,9"
Mujeres,Total,Doble nacionalidad,2009,"156,5"
Mujeres,Total,Doble nacionalidad,2008,"133,1"
Mujeres,Total,Doble nacionalidad,2007,"101,2"
Mujeres,Total,Doble nacionalidad,2006,"90,6"
Mujeres,Total,Extranjera: Total,2024,"1.823,8"
Mujeres,Total,Extranjera: Total,2023,"1.775,8"
Mujeres,Total,Extranjera: Total,2022,"1.580,7"
Mujeres,Total,Extranjera: Total,2021,"1.512,1"
Mujeres,Total,Extranjera: Total,2020,"1.483,5"
Mujeres,Total,Extranjera: Total,2019,"1.415,2"
Mujeres,Total,Extranjera: Total,2018,"1.339,4"
Mujeres,Total,Extranjera: Total,2017,"1.302,6"
Mujeres,Total,Extranjera: Total,2016,"1.284,7"
Mujeres,Total,Extranjera: Total,2015,"1.312,7"
Mujeres,Total,Extranjera: Total,2014,"1.343,2"
Mujeres,Total,Extranjera: Total,2013,"1.472,8"
Mujeres,Total,Extranjera: Total,2012,"1.566,8"
Mujeres,Total,Extranjera: Total,2011,1.616
Mujeres,Total,Extranjera: Total,2010,"1.614,5"
Mujeres,Total,Extranjera: Total,2009,"1.585,7"
Mujeres,Total,Extranjera: Total,2008,"1.521,4"
Mujeres,Total,Extranjera: Total,2007,"1.380,9"
Mujeres,Total,Extranjera: Total,2006,1.204
Mujeres,Total,Extranjera: Unión Europea,2024,"507,8"
Mujeres,Total,Extranjera: Unión Europea,2023,485
Mujeres,Total,Extranjera: Unión Europea,2022,"459,6"
Mujeres,Total,Extranjera: Unión Europea,2021,"441,7"
Mujeres,Total,Extranjera: Unión Europea,2020,"495,1"
Mujeres,Total,Extranjera: Unión Europea,2019,"538,2"
Mujeres,Total,Extranjera: Unión Europea,2018,"496,2"
Mujeres,Total,Extranjera: Unión Europea,2017,489
Mujeres,Total,Extranjera: Unión Europea,2016,"493,3"
Mujeres,Total,Extranjera: Unión Europea,2015,"487,8"
Mujeres,Total,Extranjera: Unión Europea,2014,501
Mujeres,Total,Extranjera: Unión Europea,2013,"503,1"
Mujeres,Total,Extranjera: Unión Europea,2012,"518,7"
Mujeres,Total,Extranjera: Unión Europea,2011,"512,3"
Mujeres,Total,Extranjera: Unión Europea,2010,"487,6"
Mujeres,Total,Extranjera: Unión Europea,2009,"479,7"
Mujeres,Total,Extranjera: Unión Europea,2008,"449,5"
Mujeres,Total,Extranjera: Unión Europea,2007,"396,9"
Mujeres,Total,Extranjera: Unión Europea,2006,"131,3"
Mujeres,Total,Extranjera: Resto de Europa,2024,"149,6"
Mujeres,Total,Extranjera: Resto de Europa,2023,"149,1"
Mujeres,Total,Extranjera: Resto de Europa,2022,"121,6"
Mujeres,Total,Extranjera: Resto de Europa,2021,"116,3"
Mujeres,Total,Extranjera: Resto de Europa,2020,"133,5"
Mujeres,Total,Extranjera: Resto de Europa,2019,"102,3"
Mujeres,Total,Extranjera: Resto de Europa,2018,93
Mujeres,Total,Extranjera: Resto de Europa,2017,"82,5"
Mujeres,Total,Extranjera: Resto de Europa,2016,"71,7"
Mujeres,Total,Extranjera: Resto de Europa,2015,"97,1"
Mujeres,Total,Extranjera: Resto de Europa,2014,"75,7"
Mujeres,Total,Extranjera: Resto de Europa,2013,"83,3"
Mujeres,Total,Extranjera: Resto de Europa,2012,"89,6"
Mujeres,Total,Extranjera: Resto de Europa,2011,"89,2"
Mujeres,Total,Extranjera: Resto de Europa,2010,"73,1"
Mujeres,Total,Extranjera: Resto de Europa,2009,"60,3"
Mujeres,Total,Extranjera: Resto de Europa,2008,"72,4"
Mujeres,Total,Extranjera: Resto de Europa,2007,68
Mujeres,Total,Extranjera: Resto de Europa,2006,"268,7"
Mujeres,Total,Extranjera: América Latina,2024,"844,1"
Mujeres,Total,Extranjera: América Latina,2023,800
Mujeres,Total,Extranjera: América Latina,2022,"685,1"
Mujeres,Total,Extranjera: América Latina,2021,"661,7"
Mujeres,Total,Extranjera: América Latina,2020,"579,7"
Mujeres,Total,Extranjera: América Latina,2019,"498,3"
Mujeres,Total,Extranjera: América Latina,2018,"477,9"
Mujeres,Total,Extranjera: América Latina,2017,"469,7"
Mujeres,Total,Extranjera: América Latina,2016,"455,8"
Mujeres,Total,Extranjera: América Latina,2015,"447,7"
Mujeres,Total,Extranjera: América Latina,2014,"507,2"
Mujeres,Total,Extranjera: América Latina,2013,"614,4"
Mujeres,Total,Extranjera: América Latina,2012,"709,9"
Mujeres,Total,Extranjera: América Latina,2011,"781,7"
Mujeres,Total,Extranjera: América Latina,2010,"840,5"
Mujeres,Total,Extranjera: América Latina,2009,"843,2"
Mujeres,Total,Extranjera: América Latina,2008,"816,4"
Mujeres,Total,Extranjera: América Latina,2007,"764,4"
Mujeres,Total,Extranjera: América Latina,2006,"671,9"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2024,"322,3"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2023,"341,7"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2022,"314,5"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2021,"292,5"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2020,"275,2"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2019,"276,4"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2018,"272,2"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2017,"261,5"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2016,"263,9"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2015,"280,1"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2014,"259,3"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2013,"271,9"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2012,"248,5"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2011,"232,8"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2010,"213,4"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2009,"202,5"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2008,"183,1"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2007,"151,7"
Mujeres,Total,Extranjera: Resto del mundo y apátrida,2006,"132,1"
Mujeres,De 16 a 24 años,Total,2024,"797,3"
Mujeres,De 16 a 24 años,Total,2023,"770,6"
Mujeres,De 16 a 24 años,Total,2022,"733,2"
Mujeres,De 16 a 24 años,Total,2021,"695,4"
Mujeres,De 16 a 24 años,Total,2020,"639,6"
Mujeres,De 16 a 24 años,Total,2019,"697,9"
Mujeres,De 16 a 24 años,Total,2018,"687,4"
Mujeres,De 16 a 24 años,Total,2017,"691,7"
Mujeres,De 16 a 24 años,Total,2016,"681,2"
Mujeres,De 16 a 24 años,Total,2015,"722,7"
Mujeres,De 16 a 24 años,Total,2014,"744,7"
Mujeres,De 16 a 24 años,Total,2013,"797,9"
Mujeres,De 16 a 24 años,Total,2012,"853,5"
Mujeres,De 16 a 24 años,Total,2011,"911,3"
Mujeres,De 16 a 24 años,Total,2010,"952,6"
Mujeres,De 16 a 24 años,Total,2009,"1.015,7"
Mujeres,De 16 a 24 años,Total,2008,"1.088,6"
Mujeres,De 16 a 24 años,Total,2007,"1.085,9"
Mujeres,De 16 a 24 años,Total,2006,"1.107,5"
Mujeres,De 16 a 24 años,Española,2024,"625,6"
Mujeres,De 16 a 24 años,Española,2023,593
Mujeres,De 16 a 24 años,Española,2022,"576,6"
Mujeres,De 16 a 24 años,Española,2021,"551,3"
Mujeres,De 16 a 24 años,Española,2020,"492,4"
Mujeres,De 16 a 24 años,Española,2019,"552,2"
Mujeres,De 16 a 24 años,Española,2018,"539,8"
Mujeres,De 16 a 24 años,Española,2017,"556,6"
Mujeres,De 16 a 24 años,Española,2016,547
Mujeres,De 16 a 24 años,Española,2015,585
Mujeres,De 16 a 24 años,Española,2014,"614,3"
Mujeres,De 16 a 24 años,Española,2013,"640,8"
Mujeres,De 16 a 24 años,Española,2012,"671,3"
Mujeres,De 16 a 24 años,Española,2011,"711,4"
Mujeres,De 16 a 24 años,Española,2010,"755,3"
Mujeres,De 16 a 24 años,Española,2009,803
Mujeres,De 16 a 24 años,Española,2008,"865,7"
Mujeres,De 16 a 24 años,Española,2007,"872,5"
Mujeres,De 16 a 24 años,Española,2006,"913,8"
Mujeres,De 16 a 24 años,Doble nacionalidad,2024,"48,1"
Mujeres,De 16 a 24 años,Doble nacionalidad,2023,"41,3"
Mujeres,De 16 a 24 años,Doble nacionalidad,2022,"34,6"
Mujeres,De 16 a 24 años,Doble nacionalidad,2021,35
Mujeres,De 16 a 24 años,Doble nacionalidad,2020,"36,1"
Mujeres,De 16 a 24 años,Doble nacionalidad,2019,"34,5"
Mujeres,De 16 a 24 años,Doble nacionalidad,2018,"29,9"
Mujeres,De 16 a 24 años,Doble nacionalidad,2017,"28,6"
Mujeres,De 16 a 24 años,Doble nacionalidad,2016,"29,7"
Mujeres,De 16 a 24 años,Doble nacionalidad,2015,"28,6"
Mujeres,De 16 a 24 años,Doble nacionalidad,2014,23
Mujeres,De 16 a 24 años,Doble nacionalidad,2013,"20,6"
Mujeres,De 16 a 24 años,Doble nacionalidad,2012,"18,1"
Mujeres,De 16 a 24 años,Doble nacionalidad,2011,16
Mujeres,De 16 a 24 años,Doble nacionalidad,2010,"13,3"
Mujeres,De 16 a 24 años,Doble nacionalidad,2009,"13,6"
Mujeres,De 16 a 24 años,Doble nacionalidad,2008,"11,7"
Mujeres,De 16 a 24 años,Doble nacionalidad,2007,"10,6"
Mujeres,De 16 a 24 años,Doble nacionalidad,2006,9
Mujeres,De 16 a 24 años,Extranjera: Total,2024,"123,6"
Mujeres,De 16 a 24 años,Extranjera: Total,2023,"136,3"
Mujeres,De 16 a 24 años,Extranjera: Total,2022,122
Mujeres,De 16 a 24 años,Extranjera: Total,2021,"109,1"
Mujeres,De 16 a 24 años,Extranjera: Total,2020,"111,1"
Mujeres,De 16 a 24 años,Extranjera: Total,2019,"111,1"
Mujeres,De 16 a 24 años,Extranjera: Total,2018,"117,7"
Mujeres,De 16 a 24 años,Extranjera: Total,2017,"106,6"
Mujeres,De 16 a 24 años,Extranjera: Total,2016,"104,5"
Mujeres,De 16 a 24 años,Extranjera: Total,2015,"109,1"
Mujeres,De 16 a 24 años,Extranjera: Total,2014,"107,4"
Mujeres,De 16 a 24 años,Extranjera: Total,2013,"136,6"
Mujeres,De 16 a 24 años,Extranjera: Total,2012,"164,1"
Mujeres,De 16 a 24 años,Extranjera: Total,2011,"183,9"
Mujeres,De 16 a 24 años,Extranjera: Total,2010,184
Mujeres,De 16 a 24 años,Extranjera: Total,2009,"199,2"
Mujeres,De 16 a 24 años,Extranjera: Total,2008,"211,2"
Mujeres,De 16 a 24 años,Extranjera: Total,2007,"202,8"
Mujeres,De 16 a 24 años,Extranjera: Total,2006,"184,8"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2024,"26,4"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2023,"24,5"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2022,"27,2"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2021,"25,8"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2020,29
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2019,"33,7"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2018,39
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2017,"33,9"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2016,"34,5"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2015,"35,8"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2014,"37,4"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2013,"43,7"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2012,"47,7"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2011,"58,7"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2010,"57,8"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2009,"68,1"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2008,"75,5"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2007,"68,5"
Mujeres,De 16 a 24 años,Extranjera: Unión Europea,2006,"16,1"
Mujeres,De 16 a 24 años,Extranjera: Resto de Europa,2024,"6,4"
Mujeres,De 16 a 24 años,Extranjera: Resto de Europa,2023,"6,2"
Mujeres,De 16 a 24 años,Extranjera: Resto de Europa,2022,"8,6"
Mujeres,De 16 a 24 años,Extranjera: Resto de Europa,2021,"3,4"
Mujeres,De 16 a 24 años,Extranjera: Resto de Europa,2020,"6,2"
Mujeres,De 16 a 24 años,Extranjera: Resto de Europa,2019,"4,4"
