País de Nacimiento,Español/Extranjero,Sexo,Año,Total
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2015,20.378.093
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2014,20.390.118
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2013,20.392.580
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2012,20.413.123
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2011,20.436.098
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2010,20.409.604
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2009,20.367.071
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2008,20.291.010
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2007,20.236.332
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2006,20.212.543
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2005,20.151.728
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2004,20.068.603
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2003,20.038.483
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2002,19.972.477
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2001,19.942.597
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,2000,19.886.853
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,1999,19.846.634
NACIDOS EN ESPAÑA,Nacionalidad Española,Mujeres,1998,19.735.025
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2022,524.256
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2021,526.234
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2020,520.741
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2019,505.089
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2018,485.556
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2017,469.330
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2016,468.508
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2015,462.818
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2014,470.098
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2013,469.582
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2012,441.295
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2011,406.814
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2010,364.392
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2009,314.190
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2008,261.897
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2007,211.779
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2006,188.291
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2005,166.413
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2004,127.378
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2003,110.801
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2002,87.930
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2001,72.524
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,2000,92.253
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,1999,84.304
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Ambos sexos,1998,56.890
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2022,268.823
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2021,269.778
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2020,267.033
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2019,258.914
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2018,249.191
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2017,241.242
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2016,240.985
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2015,238.133
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2014,241.522
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2013,241.573
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2012,227.346
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2011,209.614
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2010,187.895
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2009,161.736
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2008,135.244
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2007,109.471
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2006,97.202
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2005,85.912
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2004,65.765
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2003,57.073
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2002,45.209
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2001,37.240
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,2000,46.838
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,1999,42.373
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Hombres,1998,28.956
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2022,255.433
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2021,256.456
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2020,253.708
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2019,246.175
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2018,236.365
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2017,228.088
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2016,227.523
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2015,224.685
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2014,228.576
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2013,228.009
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2012,213.949
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2011,197.200
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2010,176.497
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2009,152.454
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2008,126.653
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2007,102.308
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2006,91.089
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2005,80.501
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2004,61.613
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2003,53.728
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2002,42.719
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2001,35.284
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,2000,45.414
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,1999,41.932
NACIDOS EN ESPAÑA,Nacionalidad Extranjera,Mujeres,1998,27.934
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2022,7.534.513
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2021,7.322.408
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2020,7.231.195
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2019,6.753.098
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2018,6.386.904
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2017,6.180.342
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2016,6.123.769
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2015,6.162.932
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2014,6.283.712
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2013,6.640.536
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2012,6.759.780
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2011,6.677.839
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2010,6.604.181
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2009,6.466.278
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2008,6.044.528
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2007,5.249.993
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2006,4.837.622
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2005,4.391.484
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2004,3.693.806
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2003,3.302.440
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2002,2.594.052
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2001,1.969.269
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,2000,1.472.458
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,1999,1.259.054
NACIDOS EN EL EXTRANJERO,TOTAL,Ambos sexos,1998,1.173.767
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2022,3.648.412
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2021,3.545.377
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2020,3.502.619
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2019,3.266.694
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2018,3.092.128
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2017,3.003.818
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2016,2.995.268
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2015,3.031.711
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2014,3.116.741
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2013,3.327.728
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2012,3.419.887
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2011,3.403.831
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2010,3.395.436
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2009,3.356.984
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2008,3.152.106
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2007,2.727.858
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2006,2.532.756
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2005,2.296.052
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2004,1.911.585
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2003,1.711.913
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2002,1.335.443
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2001,995.822
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,2000,726.319
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,1999,616.103
NACIDOS EN EL EXTRANJERO,TOTAL,Hombres,1998,572.541
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2022,3.886.101
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2021,3.777.031
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2020,3.728.576
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2019,3.486.404
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2018,3.294.776
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2017,3.176.524
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2016,3.128.501
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2015,3.131.221
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2014,3.166.971
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2013,3.312.808
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2012,3.339.893
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2011,3.274.008
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2010,3.208.745
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2009,3.109.294
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2008,2.892.422
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2007,2.522.135
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2006,2.304.866
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2005,2.095.432
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2004,1.782.221
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2003,1.590.527
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2002,1.258.609
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2001,973.447
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,2000,746.139
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,1999,642.951
NACIDOS EN EL EXTRANJERO,TOTAL,Mujeres,1998,601.227
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2022,2.515.837
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2021,2.408.494
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2020,2.317.783
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2019,2.221.309
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2018,2.137.769
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2017,2.076.865
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2016,1.973.696
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2015,1.896.106
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2014,1.730.323
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2013,1.563.880
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2012,1.464.817
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2011,1.333.166
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2010,1.220.839
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2009,1.131.797
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2008,1.037.663
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2007,942.218
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2006,881.747
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2005,827.287
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2004,786.858
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2003,749.073
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2002,704.036
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2001,671.136
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,2000,640.833
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,1999,594.404
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Ambos sexos,1998,593.573
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2022,1.139.021
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2021,1.090.003
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2020,1.049.775
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2019,1.005.463
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2018,967.441
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2017,939.955
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2016,894.747
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2015,860.217
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2014,788.016
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2013,714.581
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2012,671.725
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2011,614.738
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2010,565.396
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2009,526.084
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2008,484.677
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2007,441.644
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2006,414.489
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2005,389.930
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2004,371.627
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2003,354.236
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2002,332.475
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2001,316.225
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,2000,301.692
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,1999,279.140
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Hombres,1998,279.235
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2022,1.376.816
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2021,1.318.491
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2020,1.268.008
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2019,1.215.846
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2018,1.170.328
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2017,1.136.910
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2016,1.078.949
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2015,1.035.889
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2014,942.307
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2013,849.299
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2012,793.092
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2011,718.428
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2010,655.443
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2009,605.713
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2008,552.986
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2007,500.574
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2006,467.258
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2005,437.357
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2004,415.231
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2003,394.837
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2002,371.561
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2001,354.911
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,2000,339.140
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,1999,315.264
NACIDOS EN EL EXTRANJERO,Nacionalidad Española,Mujeres,1998,314.337
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2022,5.018.676
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2021,4.913.914
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2020,4.913.412
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2019,4.531.789
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2018,4.249.135
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2017,4.103.477
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2016,4.150.073
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2015,4.266.826
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2014,4.553.389
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2013,5.076.656
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2012,5.294.963
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2011,5.344.673
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2010,5.383.342
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2009,5.334.481
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2008,5.006.865
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2007,4.307.775
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2006,3.955.875
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2005,3.564.197
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2004,2.906.948
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2003,2.553.367
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2002,1.890.016
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2001,1.298.133
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,2000,831.626
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,1999,664.650
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Ambos sexos,1998,580.195
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2022,2.509.391
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2021,2.455.374
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2020,2.452.844
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2019,2.261.231
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2018,2.124.687
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2017,2.063.863
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2016,2.100.521
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2015,2.171.494
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2014,2.328.725
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2013,2.613.147
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2012,2.748.162
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2011,2.789.093
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2010,2.830.040
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2009,2.830.900
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2008,2.667.429
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2007,2.286.214
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2006,2.118.267
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2005,1.906.122
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2004,1.539.958
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2003,1.357.677
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2002,1.002.969
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2001,679.597
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,2000,424.627
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,1999,336.963
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Hombres,1998,293.305
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2022,2.509.285
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2021,2.458.540
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2020,2.460.568
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2019,2.270.558
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2018,2.124.448
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2017,2.039.614
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2016,2.049.552
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2015,2.095.332
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2014,2.224.664
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2013,2.463.509
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2012,2.546.801
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2011,2.555.580
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2010,2.553.302
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2009,2.503.581
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2008,2.339.436
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2007,2.021.561
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2006,1.837.608
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2005,1.658.075
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2004,1.366.990
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2003,1.195.690
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2002,887.048
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2001,618.536
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,2000,406.999
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,1999,327.687
NACIDOS EN EL EXTRANJERO,Nacionalidad Extranjera,Mujeres,1998,286.890
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2022,2.226.200
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2021,2.199.048
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2020,2.215.932
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2019,2.174.870
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2018,2.138.955
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2017,2.132.925
PAÍSES EUROPEOS,TOTAL,Ambos sexos,2016,2.194.397
